Date,Open,High,Low,Close,detail,dt_percent,Volume
2019:11:01,1492,1494.156,1485.07,1490.44,-1.56,-10,21144
2019:10:31,1489.954,1497.288,1483.526,1492,2.046,14,31401
2019:10:30,1481.132,1491.629,1477.228,1489.954,8.822,60,34919
2019:10:29,1493.275,1498.486,1477.345,1481.132,-12.143,-81,29916
2019:10:28,1488.966,1497.149,1482.934,1493.275,4.309,29,23844
2019:10:25,1493.534,1503.248,1474.094,1488.966,-4.568,-31,54533
2019:10:24,1505.624,1517.108,1491.302,1493.534,-12.09,-80,53650
2019:10:23,1505.452,1512.474,1499.939,1505.624,0.172,1,34991
2019:10:22,1493.207,1509.746,1487.172,1505.452,12.245,82,50569
2019:10:21,1504.738,1512.482,1488.128,1493.207,-11.531,-77,31314
2019:10:18,1504.88,1515.82,1495.848,1504.738,-0.142,-1,47366
2019:10:17,1499.86,1519.651,1495.922,1504.88,5.02,33,59124
2019:10:16,1478.934,1505.186,1474.638,1499.86,20.926,141,48314
2019:10:15,1472.512,1487.256,1459.17,1478.934,6.422,44,51194
2019:10:14,1497.199,1500.498,1464.558,1472.512,-24.687,-165,45903
2019:10:11,1504.544,1507.482,1487.105,1497.199,-7.345,-49,49792
2019:10:10,1503.634,1512.382,1500.4,1504.544,0.91,6,36922
2019:10:09,1532.298,1535.102,1500.562,1503.634,-28.664,-187,44236
2019:10:08,1522.14,1535.668,1515.71,1532.298,10.158,67,41760
2019:10:07,1516.975,1526.798,1511.131,1522.14,5.165,34,33421
2019:10:04,1498.727,1517.06,1498.132,1516.975,18.248,122,25319
2019:10:03,1494.022,1504.556,1489.202,1498.727,4.705,31,30175
2019:10:02,1501.384,1511.661,1483.311,1494.022,-7.362,-49,44286
2019:10:01,1498.555,1507.086,1493.566,1501.384,2.829,19,31406
2019:09:30,1488.747,1512.07,1488.747,1498.555,9.808,66,47059
2019:09:27,1499.031,1509.042,1485.965,1488.747,-10.284,-69,40575
2019:09:26,1496.81,1524.25,1489.358,1499.031,2.221,15,57517
2019:09:25,1485.439,1498.296,1485.291,1496.81,11.371,77,29070
2019:09:24,1498.976,1500.906,1484.705,1485.439,-13.537,-90,43327
2019:09:23,1506.92,1515.466,1497.76,1498.976,-7.944,-53,40491
2019:09:20,1518.894,1527.836,1502.707,1506.92,-11.974,-79,70320
2019:09:19,1552.385,1553.045,1506.492,1518.894,-33.491,-216,58432
2019:09:18,1547.574,1557.074,1533.978,1552.385,4.811,31,41752
2019:09:17,1529.188,1549.81,1521.728,1547.574,18.386,120,42599
2019:09:16,1520.531,1535.079,1519.438,1529.188,8.657,57,23303
2019:09:13,1527.472,1533.21,1517.16,1520.531,-6.941,-45,41860
2019:09:12,1539.697,1550.402,1519.69,1527.472,-12.225,-79,52110
2019:09:11,1542.614,1546.932,1532.002,1539.697,-2.917,-19,39017
2019:09:10,1527.431,1544.719,1525.836,1542.614,15.183,99,35508
2019:09:09,1527.378,1555.182,1525.19,1527.431,0.053,0,75389
2019:09:06,1497.946,1530.204,1493.671,1527.378,29.432,196,51173
2019:09:05,1502.564,1504.7,1492.593,1497.946,-4.618,-31,26072
2019:09:04,1507.26,1508.116,1496.643,1502.564,-4.696,-31,26717
2019:09:03,1495.947,1508.617,1493.058,1507.26,11.313,76,26903
2019:09:02,1513.791,1513.791,1493.424,1495.947,-17.844,-118,36770
2019:08:30,1523.006,1528.038,1503.719,1513.791,-9.215,-61,43807
2019:08:29,1516.924,1527.086,1508.027,1523.006,6.082,40,83961
2019:08:28,1501.334,1524.114,1494.286,1516.924,15.59,104,76311
2019:08:27,1511.189,1535.094,1479.99,1501.334,-9.855,-65,82520
2019:08:26,1496.717,1520.001,1487.478,1511.189,14.472,97,40387
2019:08:23,1501.318,1509.158,1494.882,1496.717,-4.601,-31,44698
2019:08:22,1501.306,1509.617,1490.125,1501.318,0.012,0,56016
2019:08:21,1474.078,1510.452,1472.384,1501.306,27.228,185,79113
2019:08:20,1463.88,1474.9,1456.49,1474.078,10.198,70,48581
2019:08:19,1440.959,1469.804,1436.794,1463.88,22.921,159,61379
2019:08:16,1444.918,1448.998,1430.386,1440.959,-3.959,-27,62276
2019:08:15,1412.764,1446.075,1400.613,1444.918,32.154,228,54665
2019:08:14,1430.874,1434.549,1410.634,1412.764,-18.11,-127,46461
2019:08:13,1427.056,1433.28,1422.413,1430.874,3.818,27,17944
2019:08:12,1418.638,1428.088,1414.938,1427.056,8.418,59,14846
2019:08:09,1414.472,1424.915,1413.545,1418.638,4.166,29,18466
2019:08:08,1425.506,1433.826,1411.206,1414.472,-11.034,-77,31141
2019:08:07,1417.466,1429.546,1416.6,1425.506,8.04,57,20285
2019:08:06,1424.785,1430.188,1414.302,1417.466,-7.319,-51,26944
2019:08:05,1425.58,1429.99,1422.321,1424.785,-0.795,-6,23218
2019:08:02,1446.04,1453.005,1420.336,1425.58,-20.46,-141,48575
2019:08:01,1426.118,1448.033,1414.774,1446.04,19.922,140,41641
2019:07:31,1405.834,1426.897,1400.214,1426.118,20.284,144,22704
2019:07:30,1413.981,1418.38,1400.792,1405.834,-8.147,-58,27691
2019:07:29,1415.611,1419.783,1407.806,1413.981,-1.63,-12,21994
2019:07:26,1403.593,1416.952,1403.225,1415.611,12.018,86,24060
2019:07:25,1418.904,1427.203,1401.063,1403.593,-15.311,-108,34976
2019:07:24,1397.545,1418.955,1390.05,1418.904,21.359,153,35900
2019:07:23,1395.284,1400.09,1385.87,1397.545,2.261,16,24091
2019:07:22,1399.43,1407.675,1391.858,1395.284,-4.146,-30,27975
2019:07:19,1415.324,1424.28,1386.676,1399.43,-15.894,-112,46214
2019:07:18,1418.673,1421.744,1410.305,1415.324,-3.349,-24,17923
2019:07:17,1418.17,1437.8,1412.152,1418.673,0.503,4,54845
2019:07:16,1384.204,1421.184,1383.452,1418.17,33.966,245,33638
2019:07:15,1409.407,1409.407,1381.904,1384.204,-25.203,-179,40403
2019:07:12,1410.003,1424.699,1405.808,1409.407,-0.596,-4,33061
2019:07:11,1408.951,1412.119,1398.745,1410.003,1.052,7,32549
2019:07:10,1423.486,1424.48,1401.976,1408.951,-14.535,-102,52038
2019:07:09,1419.664,1439.318,1412.11,1423.486,3.822,27,71288
2019:07:08,1399.427,1421.503,1399.427,1419.664,20.237,145,36856
2019:07:05,1388.29,1411.993,1382.562,1399.427,11.137,80,54161
2019:07:04,1360.24,1394.279,1357.75,1388.29,28.05,206,50552
2019:07:03,1346.749,1362.612,1341.441,1360.24,13.491,100,31841
2019:07:02,1339.625,1354.622,1338.745,1346.749,7.124,53,28258
2019:07:01,1341.932,1343.6,1333.12,1339.625,-2.307,-17,17297
2019:06:28,1341.971,1358.222,1338.018,1341.932,-0.039,0,25247
2019:06:27,1333.489,1343.174,1332.452,1341.971,8.482,64,14628
2019:06:26,1326.845,1338.423,1326.12,1333.489,6.644,50,17135
2019:06:25,1328.012,1329.913,1319.999,1326.845,-1.167,-9,12873
2019:06:24,1340.437,1340.437,1325.204,1328.012,-12.425,-93,15593
2019:06:21,1335.482,1348.212,1330.391,1340.437,4.955,37,20670
2019:06:20,1330.292,1339.798,1327.317,1335.482,5.19,39,20543
2019:06:19,1325.306,1344.136,1324.629,1330.292,4.986,38,26240
2019:06:18,1324.762,1329.112,1320.039,1325.306,0.544,4,17877
2019:06:17,1305.276,1327.998,1305.276,1324.762,19.486,149,17698
2019:06:14,1288.194,1306.898,1288.09,1305.276,17.082,133,15986
2019:06:13,1280.201,1289.274,1275.124,1288.194,7.993,62,11669
2019:06:12,1279.295,1285.564,1279.204,1280.201,0.906,7,13573
2019:06:11,1285.208,1286.646,1276.216,1279.295,-5.913,-46,10890
2019:06:10,1284.612,1287.451,1283.898,1285.208,0.596,5,3165
2019:06:07,1283.63,1285.28,1280.842,1284.612,0.982,8,9107
2019:06:06,1273.434,1287.347,1272.913,1283.63,10.196,80,13073
2019:06:05,1274.778,1277.331,1272.577,1273.434,-1.344,-11,7572
2019:06:04,1277.53,1277.982,1269.603,1274.778,-2.752,-22,8660
2019:06:03,1277.532,1279.034,1273.761,1277.53,-0.002,0,10190
2019:05:31,1286.825,1288.988,1274.962,1277.532,-9.293,-72,11059
2019:05:30,1296.318,1298.756,1284.16,1286.825,-9.493,-73,11399
2019:05:29,1296.984,1300.922,1293.138,1296.318,-0.666,-5,11778
2019:05:28,1299.705,1303.364,1293.908,1296.984,-2.721,-21,9741
2019:05:27,1285.97,1301.363,1282.072,1299.705,13.735,107,13933
2019:05:24,1283.972,1289.447,1283.238,1285.97,1.998,16,14006
2019:05:23,1281.167,1288.201,1279.706,1283.972,2.805,22,14391
2019:05:22,1284.254,1291.513,1279.501,1281.167,-3.087,-24,12641
2019:05:21,1280.505,1286.143,1278.263,1284.254,3.749,29,11856
2019:05:20,1279.072,1285.861,1277.116,1280.505,1.433,11,14896
2019:05:17,1270.644,1282.505,1268.466,1279.072,8.428,66,13395
2019:05:16,1276.812,1278.059,1266.389,1270.644,-6.168,-48,12187
2019:05:15,1283.532,1287.236,1272.999,1276.812,-6.72,-52,17356
2019:05:14,1279.98,1286.164,1279.842,1283.532,3.552,28,10838
2019:05:13,1286.137,1286.742,1278.196,1279.98,-6.157,-48,8291
2019:05:10,1277.187,1288.743,1274.442,1286.137,8.95,70,12315
2019:05:09,1275.611,1282.648,1273.468,1277.187,1.576,12,10779
2019:05:08,1272.222,1278.548,1268.874,1275.611,3.389,27,9759
2019:05:07,1274.99,1276.536,1266.421,1272.222,-2.768,-22,9808
2019:05:06,1275.68,1279.876,1273.931,1274.99,-0.69,-5,7326
2019:05:03,1274.091,1277.689,1271.28,1275.68,1.589,12,10538
2019:05:02,1276.781,1279.827,1273.128,1274.091,-2.69,-21,10025
2019:05:01,1288.015,1288.747,1273.032,1276.781,-11.234,-87,12443
2019:04:30,1290.233,1292.022,1282.718,1288.015,-2.218,-17,10379
2019:04:29,1292.785,1295.824,1290.116,1290.233,-2.552,-20,10502
2019:04:26,1308.022,1309.24,1289.779,1292.785,-15.237,-116,13178
2019:04:25,1304.058,1310.602,1301.032,1308.022,3.964,30,11671
2019:04:24,1297.534,1306.228,1296.682,1304.058,6.524,50,10497
2019:04:23,1291.698,1303.752,1291.526,1297.534,5.836,45,9616
2019:04:22,1291.948,1293.648,1284.498,1291.698,-0.25,-2,13151
2019:04:19,1289.861,1294.446,1280.984,1291.948,2.087,16,12106
2019:04:18,1292.272,1294.527,1288.484,1289.861,-2.411,-19,10261
2019:04:17,1287.744,1292.47,1285.368,1292.272,4.528,35,10577
2019:04:16,1292.412,1297.077,1286.566,1287.744,-4.668,-36,14459
2019:04:15,1290.39,1299.808,1286.842,1292.412,2.022,16,15178
2019:04:12,1309.8,1312.357,1288.756,1290.39,-19.41,-148,16600
2019:04:11,1315.552,1319.361,1308.23,1309.8,-5.752,-44,17133
2019:04:10,1321.879,1323.319,1312.802,1315.552,-6.327,-48,13021
2019:04:09,1313.666,1324.568,1311.115,1321.879,8.213,63,11959
2019:04:08,1309.292,1314.962,1306.94,1313.666,4.374,33,15094
2019:04:05,1312.352,1320.434,1303.354,1309.292,-3.06,-23,14474
2019:04:04,1306.482,1317.002,1298.803,1312.352,5.87,45,18397
2019:04:03,1303.734,1310.931,1302.398,1306.482,2.748,21,9081
2019:04:02,1302.434,1306.776,1298.325,1303.734,1.3,10,8861
2019:04:01,1296.388,1306.447,1294.19,1302.434,6.046,47,11199
2019:03:29,1309.252,1310.419,1292.927,1296.388,-12.864,-98,11420
2019:03:28,1301.446,1311.288,1300.694,1309.252,7.806,60,9484
2019:03:27,1293.49,1302.26,1292.137,1301.446,7.956,62,10408
2019:03:26,1298.889,1299.148,1290.558,1293.49,-5.399,-42,9505
2019:03:25,1285.471,1300.836,1285.277,1298.889,13.418,104,15172
2019:03:22,1286.319,1289.054,1280.922,1285.471,-0.848,-7,12431
2019:03:21,1287.916,1290.984,1283.706,1286.319,-1.597,-12,11310
2019:03:20,1286.688,1289.642,1281.253,1287.916,1.228,10,12228
2019:03:19,1293.311,1297.12,1282.946,1286.688,-6.623,-51,14414
2019:03:18,1312.971,1315.258,1290.315,1293.311,-19.66,-150,17191
2019:03:15,1320.022,1327.342,1312.725,1312.971,-7.051,-53,13813
2019:03:14,1328.974,1329.947,1316.972,1320.022,-8.952,-67,11710
2019:03:13,1327.536,1330.25,1323.576,1328.974,1.438,11,11385
2019:03:12,1328.062,1332.606,1325.234,1327.536,-0.526,-4,11610
2019:03:11,1323.356,1333.127,1321.692,1328.062,4.706,36,12382
2019:03:08,1338.543,1341.574,1321.214,1323.356,-15.187,-113,15569
2019:03:07,1341.008,1346.743,1337.076,1338.543,-2.465,-18,15058
2019:03:06,1326.499,1341.88,1323.016,1341.008,14.509,109,12023
2019:03:05,1321.053,1327.598,1320.676,1326.499,5.446,41,5699
2019:03:04,1312.133,1322.543,1311.491,1321.053,8.92,68,11645
2019:03:01,1306.336,1314.416,1302.449,1312.133,5.797,44,14215
2019:02:28,1310.764,1318.192,1305.14,1306.336,-4.428,-34,11236
2019:02:27,1308.115,1314.795,1306.604,1310.764,2.649,20,8840
2019:02:26,1314.12,1314.887,1303.764,1308.115,-6.005,-46,9748
2019:02:25,1310.258,1315.652,1307.89,1314.12,3.862,29,8793
2019:02:22,1306.508,1311.958,1302.887,1310.258,3.75,29,10754
2019:02:21,1315.177,1315.872,1305.854,1306.508,-8.669,-66,8698
2019:02:20,1311.714,1316.95,1310.815,1315.177,3.463,26,8951
2019:02:19,1317.796,1319.129,1308.713,1311.714,-6.082,-46,9269
2019:02:18,1321.293,1323.582,1316.244,1317.796,-3.497,-26,12772
2019:02:15,1319.815,1326.312,1317.539,1321.293,1.478,11,13473
2019:02:14,1311.478,1323.374,1309.164,1319.815,8.337,64,22725
2019:02:13,1303.179,1312.084,1302.834,1311.478,8.299,64,22060
2019:02:12,1303.2,1304.52,1297.772,1303.179,-0.021,0,17728
2019:02:11,1281.019,1304.099,1280.058,1303.2,22.181,173,23964
2019:02:08,1282.793,1284.895,1276.914,1281.019,-1.774,-14,22486
2019:02:07,1285.024,1286.594,1278.753,1282.793,-2.231,-17,16078
2019:02:06,1280.28,1285.62,1277.542,1285.024,4.744,37,16692
2019:02:05,1281.689,1283.652,1276.851,1280.28,-1.409,-11,9252
2019:02:04,1292.038,1292.636,1280.717,1281.689,-10.349,-80,21341
2019:02:01,1293.663,1295.431,1288.818,1292.038,-1.625,-13,21633
2019:01:31,1289.372,1295.046,1287.977,1293.663,4.291,33,18042
2019:01:30,1291.416,1294.707,1286.811,1289.372,-2.044,-16,26076
2019:01:29,1287.62,1295.954,1287.496,1291.416,3.796,29,23716
2019:01:28,1286.498,1295.254,1286.498,1287.62,1.122,9,24332
2019:01:25,1293.202,1297.194,1286.145,1286.498,-6.704,-52,26107
2019:01:24,1285.293,1293.928,1280.151,1293.202,7.909,62,31674
2019:01:23,1289.123,1290.323,1279.437,1285.293,-3.83,-30,23066
2019:01:22,1285.145,1295.106,1282.728,1289.123,3.978,31,27752
2019:01:21,1294.097,1298.633,1276.699,1285.145,-8.952,-69,46179
2019:01:18,1284.343,1295.01,1284.343,1294.097,9.754,76,45803
2019:01:17,1282.413,1288.84,1278.782,1284.343,1.93,15,32959
2019:01:16,1281.362,1284.202,1277.556,1282.413,1.051,8,23484
2019:01:15,1275.606,1282.237,1274.341,1281.362,5.756,45,31068
2019:01:14,1266.828,1278.991,1266.648,1275.606,8.778,69,40273
2019:01:11,1269.305,1279.128,1264.392,1266.828,-2.477,-20,41428
2019:01:08,1255.984,1270.062,1255.984,1269.03,13.046,104,25651
2019:01:07,1259.956,1262.83,1254.014,1255.984,-3.972,-32,27489
2019:01:04,1243.045,1266.558,1242.793,1259.956,16.911,136,41569
2019:01:03,1249.392,1258.094,1241.854,1243.045,-6.347,-51,43384
2019:01:02,1245.964,1250.479,1245.168,1249.392,3.428,28,17436
2019:01:01,1238.593,1248.202,1235.867,1245.964,7.371,60,21300
2018:12:31,1241.939,1243.084,1233,1238.593,-3.346,-27,21883
2018:12:28,1245.762,1246.85,1240.181,1241.939,-3.823,-31,20333
2018:12:27,1243.064,1247.244,1242.092,1245.762,2.698,22,21713
2018:12:26,1244.426,1249.576,1241.092,1243.064,-1.362,-11,24646
2018:12:25,1248.084,1251.276,1241.642,1244.426,-3.658,-29,28287
2018:12:24,1237.916,1250.082,1237.384,1248.084,10.168,82,34975
2018:12:21,1237.032,1244.356,1234.788,1237.916,0.884,7,36446
2018:12:20,1238.626,1239.441,1233.416,1237.032,-1.594,-13,17086
2018:12:19,1230.688,1242.04,1230.529,1238.626,7.938,65,30049
2018:12:18,1222.028,1235.074,1221.381,1230.688,8.66,71,32307
2018:12:17,1224.358,1225.562,1216.751,1222.028,-2.33,-19,23495
2018:12:14,1220.956,1229.091,1220.556,1224.358,3.402,28,30399
2018:12:13,1215.028,1226.386,1211.281,1220.956,5.928,49,39702
2018:12:12,1222.952,1225.371,1211.98,1215.028,-7.924,-65,25703
2018:12:11,1223.148,1228.146,1221.821,1222.952,-0.196,-2,19465
2018:12:10,1227.481,1228.7,1220.382,1223.148,-4.333,-35,19450
2018:12:07,1226.053,1229.18,1224.998,1227.481,1.428,12,12401
2018:12:04,1221.618,1230.003,1219.866,1226.053,4.435,36,23779
2018:12:03,1224.062,1228.884,1219.964,1221.618,-2.444,-20,31508
2018:11:30,1221.811,1225.298,1218.096,1224.062,2.251,18,24823
2018:11:29,1213.43,1225.364,1213.266,1221.811,8.381,69,32839
2018:11:28,1211.122,1216.576,1207.677,1213.43,2.308,19,40283
2018:11:27,1202.146,1216.682,1197.76,1211.122,8.976,75,45392
2018:11:26,1200.625,1205.308,1196.436,1202.146,1.521,13,32052
2018:11:23,1209.832,1211.604,1200.186,1200.625,-9.207,-76,22841
2018:11:22,1223.456,1223.826,1206.734,1209.832,-13.624,-111,32989
2018:11:21,1226.662,1227.312,1220.282,1223.456,-3.206,-26,31261
2018:11:20,1227.132,1236.911,1223.04,1226.662,-0.47,-4,42771
2018:11:19,1231.82,1235.955,1223.533,1227.132,-4.688,-38,24814
2018:11:16,1233.05,1235.174,1226.922,1231.82,-1.23,-10,24104
2018:11:15,1233.281,1236.524,1229.836,1233.05,-0.231,-2,43435
2018:11:14,1214.65,1237.504,1214.65,1233.281,18.631,153,34943
2018:11:13,1223.114,1223.406,1212.001,1214.65,-8.464,-69,29281
2018:11:12,1229.521,1230.728,1219.922,1223.114,-6.407,-52,33349
2018:11:09,1233.903,1235.467,1224.426,1229.521,-4.382,-36,34059
2018:11:08,1232.106,1243.47,1230.156,1233.903,1.797,15,45365
2018:11:07,1234.077,1239.268,1228.134,1232.106,-1.971,-16,37064
2018:11:06,1230.308,1234.868,1225.719,1234.077,3.769,31,27589
2018:11:05,1222.018,1239.806,1221.754,1230.308,8.29,68,29930
2018:11:02,1226.682,1229.626,1220.137,1222.018,-4.664,-38,24231
2018:11:01,1226.132,1230.864,1223.111,1226.682,0.55,4,27539
2018:10:31,1222.482,1230.256,1218.737,1226.132,3.65,30,32216
2018:10:30,1224.924,1229.555,1220.668,1222.482,-2.442,-20,29255
2018:10:29,1227.004,1232.538,1223.508,1224.924,-2.08,-17,29709
2018:10:26,1217.62,1233.292,1216.991,1227.004,9.384,77,34638
2018:10:25,1224.235,1224.255,1215.898,1217.62,-6.615,-54,39858
2018:10:24,1194.599,1226.4,1191.367,1224.235,29.636,248,65384
2018:10:23,1189.743,1195.092,1185.375,1194.599,4.856,41,27963
2018:10:22,1188.097,1191.98,1183.382,1189.743,1.646,14,28553
2018:10:19,1203.782,1204.19,1182.9,1188.097,-15.685,-130,31799
2018:10:18,1199.938,1205.87,1197.296,1203.782,3.844,32,38015
2018:10:17,1197.646,1206.814,1196.02,1199.938,2.292,19,32890
2018:10:16,1203.102,1208.405,1196.674,1197.646,-5.456,-45,34174
2018:10:15,1188.72,1208.297,1188.594,1203.102,14.382,121,35003
2018:10:12,1191.82,1192.588,1184.62,1188.72,-3.1,-26,27675
2018:10:11,1182.907,1194.014,1180.77,1191.82,8.913,75,27324
2018:10:10,1194.52,1198.662,1181.906,1182.907,-11.613,-97,31998
2018:10:09,1201.088,1202.582,1190.588,1194.52,-6.568,-55,39772
2018:10:04,1198.94,1203.409,1197.197,1201.088,2.148,18,23245
2018:10:03,1198.717,1204.234,1194.464,1198.94,0.223,2,26426
2018:10:02,1207.157,1211.153,1192.023,1198.717,-8.44,-70,34547
2018:10:01,1204.051,1208.498,1201.344,1207.157,3.106,26,26867
2018:09:28,1198.512,1206.248,1197.744,1204.051,5.539,46,26736
2018:09:27,1201.302,1203.628,1195.9,1198.512,-2.79,-23,31725
2018:09:26,1194.061,1204.919,1192.89,1201.302,7.241,61,24344
2018:09:25,1201.529,1208.648,1192.938,1194.061,-7.468,-62,31608
2018:09:24,1206.152,1212.748,1200.148,1201.529,-4.623,-38,35944
2018:09:21,1198.468,1208.543,1192.731,1206.152,7.684,64,33299
2018:09:20,1195.799,1199.462,1187.818,1198.468,2.669,22,25168
2018:09:19,1196.55,1198.62,1191.638,1195.799,-0.751,-6,26139
2018:09:18,1200.247,1203.574,1193.525,1196.55,-3.697,-31,42550
2018:09:17,1195.956,1207.084,1195.672,1200.247,4.291,36,33278
2018:09:14,1191.406,1198.546,1190.921,1195.956,4.55,38,24942
2018:09:13,1201.388,1202.32,1189.686,1191.406,-9.982,-83,33338
2018:09:12,1201.055,1203.954,1195.732,1201.388,0.333,3,18826
2018:09:11,1200.085,1208.948,1198.249,1201.055,0.97,8,34713
2018:09:10,1206.691,1207.962,1195.945,1200.085,-6.606,-55,45587
2018:09:07,1201.045,1207.373,1200.889,1206.691,5.646,47,29746
2018:09:06,1211.288,1214.41,1199.686,1201.045,-10.243,-85,28713
2018:09:05,1205.782,1212.453,1203.214,1211.288,5.506,46,24872
2018:09:04,1185.278,1208.715,1183.15,1205.782,20.504,173,36875
2018:09:03,1195.946,1196.76,1183.862,1185.278,-10.668,-89,29117
2018:08:31,1195.828,1201.715,1192.658,1195.946,0.118,1,31072
2018:08:30,1190.586,1197.057,1187.713,1195.828,5.242,44,29051
2018:08:29,1184.679,1190.924,1182.895,1190.586,5.907,50,27287
2018:08:28,1174.27,1185.23,1171.918,1184.679,10.409,89,38605
2018:08:27,1174.954,1182.185,1160.324,1174.27,-0.684,-6,59887
2018:08:24,1194.111,1194.751,1173.101,1174.954,-19.157,-160,38846
2018:08:23,1193.804,1198.788,1191.98,1194.111,0.307,3,26298
2018:08:22,1212.019,1213.983,1191.573,1193.804,-18.215,-150,40699
2018:08:21,1212.332,1217.194,1205.78,1212.019,-0.313,-3,42108
2018:08:20,1213.685,1217.404,1210.832,1212.332,-1.353,-11,25778
2018:08:17,1211.032,1215.959,1206.535,1213.685,2.653,22,24377
2018:08:16,1207.36,1216.24,1207.36,1211.032,3.672,30,18929
2018:08:15,1213.879,1217.988,1206.456,1207.36,-6.519,-54,20913
2018:08:14,1207.936,1220.115,1204.528,1213.879,5.943,49,32287
2018:08:13,1216.028,1221.164,1207.214,1207.936,-8.092,-67,26712
2018:08:10,1223.818,1224.961,1215.855,1216.028,-7.79,-64,27681
2018:08:09,1221.595,1228.589,1214.004,1223.818,2.223,18,36609
2018:08:06,1223.459,1225.133,1219.041,1221.595,-1.864,-15,19248
2018:08:03,1222.76,1227.48,1217.594,1223.459,0.699,6,30724
2018:08:02,1232.306,1235.298,1222.411,1222.76,-9.546,-77,34598
2018:08:01,1224.528,1234.222,1223.296,1232.306,7.778,64,36918
2018:07:31,1224.76,1229.624,1218.192,1224.528,-0.232,-2,38864
2018:07:30,1231.212,1235.238,1222.338,1224.76,-6.452,-52,38280
2018:07:27,1223.223,1232.37,1215.64,1231.212,7.989,65,48457
2018:07:26,1227.54,1229.603,1211.52,1223.223,-4.317,-35,49987
2018:07:25,1227.801,1229.281,1221.094,1227.54,-0.261,-2,27198
2018:07:24,1241.072,1245.101,1226.168,1227.801,-13.271,-107,32658
2018:07:23,1241.68,1245.654,1238.374,1241.072,-0.608,-5,23234
2018:07:20,1247.039,1248.206,1236.518,1241.68,-5.359,-43,29387
2018:07:19,1242.236,1248.628,1241.416,1247.039,4.803,39,26403
2018:07:18,1255.712,1257.05,1241.605,1242.236,-13.476,-107,41216
2018:07:17,1257.876,1260.45,1247.356,1255.712,-2.164,-17,28478
2018:07:16,1255.257,1266.023,1255.013,1257.876,2.619,21,25249
2018:07:13,1257.498,1259.575,1252.934,1255.257,-2.241,-18,31319
2018:07:12,1256.912,1259.815,1251.38,1257.498,0.586,5,30873
2018:07:11,1252.26,1261.181,1252.108,1256.912,4.652,37,24692
2018:07:10,1242.036,1256.98,1238.02,1252.26,10.224,82,30527
2018:07:09,1253.022,1254.334,1239.708,1242.036,-10.986,-88,27013
2018:07:06,1248.34,1255.674,1245.994,1253.022,4.682,38,28835
2018:07:05,1252.37,1254.316,1245.98,1248.34,-4.03,-32,31954
2018:07:04,1258.84,1260.18,1250.792,1252.37,-6.47,-51,37391
2018:07:03,1265.622,1267.804,1254.791,1258.84,-6.782,-54,30457
2018:07:02,1269.96,1272.702,1264.533,1265.622,-4.338,-34,27933
2018:06:29,1267.142,1271.176,1266.75,1269.96,2.818,22,26452
2018:06:28,1268.126,1270.234,1261.259,1267.142,-0.984,-8,37398
2018:06:27,1274.847,1276.505,1267.595,1268.126,-6.721,-53,33068
2018:06:26,1278.362,1284.098,1270.442,1274.847,-3.515,-27,38880
2018:06:25,1279.665,1282.462,1277.124,1278.362,-1.303,-10,25169
2018:06:22,1302.348,1303.252,1275.502,1279.665,-22.683,-174,47867
2018:06:21,1299.554,1309.404,1297.578,1302.348,2.794,21,38660
2018:06:20,1296.008,1301.259,1292.051,1299.554,3.546,27,38108
2018:06:19,1300.188,1300.756,1292.896,1296.008,-4.18,-32,30110
2018:06:18,1299.235,1302.334,1294.206,1300.188,0.953,7,22521
2018:06:15,1296.96,1300.586,1292.707,1299.235,2.275,18,30814
2018:06:14,1296.608,1303.327,1294.944,1296.96,0.352,3,33665
2018:06:13,1296.028,1301.913,1293.902,1296.608,0.58,4,29172
2018:06:12,1292.02,1300.631,1289.908,1296.028,4.008,31,30669
2018:06:11,1293.668,1298.09,1290.306,1292.02,-1.648,-13,29740
2018:06:08,1298.447,1300.73,1289.567,1293.668,-4.779,-37,44349
2018:06:07,1301.171,1306.912,1297.542,1298.447,-2.724,-21,47747
2018:06:06,1299.151,1304.405,1295.91,1301.171,2.02,16,55010
2018:06:05,1298.138,1306.723,1292.892,1299.151,1.013,8,63789
2018:06:04,1301.826,1301.826,1295.512,1298.138,-3.688,-28,22204
2018:06:01,1304.872,1307.89,1299.902,1301.826,-3.046,-23,30535
2018:05:31,1293.508,1306.636,1292.84,1304.872,11.364,88,34805
2018:05:30,1291.41,1299.008,1287.877,1293.508,2.098,16,45768
2018:05:29,1292.686,1296.641,1287.951,1291.41,-1.276,-10,29969
2018:05:28,1292.603,1293.218,1282.031,1292.686,0.083,1,30053
2018:05:25,1290.964,1294.278,1286.12,1292.603,1.639,13,26819
2018:05:24,1290.696,1294.471,1284.914,1290.964,0.268,2,35667
2018:05:23,1290.983,1297.028,1286.375,1290.696,-0.287,-2,38307
2018:05:22,1313.548,1314.988,1288.713,1290.983,-22.565,-172,40797
2018:05:21,1318.571,1322.431,1313.012,1313.548,-5.023,-38,28310
2018:05:18,1321.312,1326.046,1317.645,1318.571,-2.741,-21,33072
2018:05:17,1312.801,1323.187,1310.79,1321.312,8.511,65,52216
2018:05:16,1314.514,1317.503,1304.332,1312.801,-1.713,-13,47936
2018:05:15,1314.304,1318.04,1306.159,1314.514,0.21,2,56556
2018:05:14,1314.994,1319.17,1310.27,1314.304,-0.69,-5,34494
2018:05:11,1312.267,1315.743,1307.946,1314.994,2.727,21,48367
